
1,1,35,1,655
2,2,34,15,640
3,3,33,3,637
4,4,32,8,629
5,5,31,28,601
6,6,30,31,570
7,7,29,19,551
8,8,28,35,516
9,9,27,11,505
10,10,26,21,484
11,11,25,24,460
12,12,25,15,460
13,13,24,18,442
14,14,23,30,412
15,15,22,25,387
16,16,22,8,387
17,17,22,25,387
18,18,21,33,354
19,19,21,31,354
20,20,21,11,354
21,21,21,1,354
22,22,21,24,354
23,23,21,21,354
24,24,20,29,325
25,25,20,31,325
26,26,19,13,312
27,27,18,6,306
28,28,18,29,306
29,29,18,33,306
30,30,18,29,306
31,28,18,4,305
32,29,18,15,305
33,28,18,20,323
34,29,18,18,323
35,28,18,26,316
36,28,18,12,339
37,23,18,10,359
38,24,18,31,359
39,23,18,27,340
40,23,18,5,360
41,24,18,27,360
42,22,18,36,335
43,23,18,12,335
44,24,18,20,335
45,25,18,36,335
46,25,18,3,333
47,26,18,36,333
48,26,18,35,322
49,27,18,0,322
50,27,18,8,335
51,25,18,1,347
52,26,18,20,347
53,26,18,30,323
54,27,18,10,323
55,26,18,11,345
56,27,18,35,345
57,28,18,30,345
58,28,18,25,349
59,29,18,20,349
60,30,18,30,349
61,31,18,8,349
62,31,18,19,334
63,32,18,5,334
64,33,18,12,334
65,34,18,15,334
66,35,18,8,334
67,36,18,26,334
68,34,18,34,318
69,31,18,33,316
70,29,18,29,314
71,30,18,35,314
72,26,18,17,300
73,26,18,9,327
74,23,18,3,325
75,24,18,11,325
76,22,18,28,307
77,19,18,32,300
78,20,18,9,300
79,21,18,32,300
80,21,18,23,287
81,22,18,8,287
82,22,18,36,281
83,23,18,23,281
84,22,18,31,269
85,22,18,30,244
86,22,18,21,235
87,23,18,8,235
88,24,18,31,235
89,25,18,3,235
90,26,18,32,235
91,26,18,7,243
92,25,18,27,242
93,26,18,3,242
94,26,18,19,257
95,26,18,24,266
96,27,18,9,266
97,28,18,19,266
98,29,18,9,266
99,29,18,13,282
100,29,18,34,283
101,30,18,11,283
102,30,18,35,265
103,27,18,18,275
104,28,18,31,275
105,29,18,24,275
106,30,18,3,275
107,31,18,21,275
108,32,18,23,275
109,33,18,30,275
110,28,18,4,307
111,29,18,3,307
112,25,18,15,300
113,26,18,9,300
114,27,18,27,300
115,25,18,29,303
116,26,18,13,303
117,26,18,10,300
118,27,18,30,300
119,28,18,21,300
120,29,18,10,300
121,24,18,12,307
122,22,18,33,308
123,23,18,15,308
124,24,18,21,308
125,25,18,13,308
126,25,18,1,318
127,26,18,33,318
128,27,18,29,318
129,27,18,11,342
130,27,18,7,353
131,28,18,13,353
132,29,18,21,353
133,29,18,25,359
134,29,18,18,365
135,30,18,7,365
136,28,18,35,353
137,29,18,33,353
138,28,18,32,325
139,29,18,15,325
140,29,18,16,312
141,30,18,11,312
142,29,18,28,293
143,29,18,20,310
144,26,18,23,317
145,27,18,33,317
146,28,18,10,317
147,26,18,17,312
148,27,18,17,312
149,28,18,17,312
150,24,18,34,279
151,25,18,29,279
